ANZSCO code,Occupation,Year,Metric,Value
1111,Chief Executives and Managing Directors,2011,Employment,66200.0
1112,General Managers,2011,Employment,50300.0
1113,Legislators,2011,Employment,2100.0
1211,Aquaculture Farmers,2011,Employment,1600.0
1212,Crop Farmers,2011,Employment,45100.0
1213,Livestock Farmers,2011,Employment,86600.0
1214,Mixed Crop and Livestock Farmers,2011,Employment,30000.0
1311,"Advertising, Public Relations and Sales Manager",2011,Employment,133300.0
1321,Corporate Services Managers,2011,Employment,11400.0
1322,Finance Managers,2011,Employment,56200.0
1323,Human Resource Managers,2011,Employment,49000.0
1324,Policy and Planning Managers,2011,Employment,26300.0
1332,Engineering Managers,2011,Employment,13700.0
1333,"Importers, Exporters and Wholesalers",2011,Employment,21600.0
1336,"Supply, Distribution and Procurement Managers",2011,Employment,33900.0
1341,Child Care Centre Managers,2011,Employment,12100.0
1342,Health and Welfare Services Managers,2011,Employment,20300.0
1343,School Principals,2011,Employment,19300.0
1344,Other Education Managers,2011,Employment,8500.0
1351,ICT Managers,2011,Employment,43700.0
1391,Commissioned Officers (Management),2011,Employment,1400.0
1392,Senior Non-Commissioned Defence Force Officers,2011,Employment,0
1399,Other Specialist Managers,2011,Employment,44900.0
1411,Cafe and Restaurant Managers,2011,Employment,61700.0
1412,Caravan Park and Camping Ground Managers,2011,Employment,3300.0
1413,Hotel and Motel Managers,2011,Employment,21600.0
1414,Licensed Club Managers,2011,Employment,8500.0
1419,Other Accommodation and Hospitality Managers,2011,Employment,6100.0
1421,Retail Managers,2011,Employment,233600.0
1491,"Amusement, Fitness and Sports Centre Managers",2011,Employment,7200.0
1492,"Call, Contact Centre & Customer Service Managers",2011,Employment,40100.0
1493,Conference and Event Organisers,2011,Employment,25200.0
1494,Transport Services Managers,2011,Employment,15800.0
1499,"Other Hospitality, Retail and Service Managers",2011,Employment,59600.0
2111,"Actors, Dancers and Other Entertainers",2011,Employment,7100.0
2112,Music Professionals,2011,Employment,12400.0
2113,Photographers,2011,Employment,11600.0
2114,Visual Arts and Crafts Professionals,2011,Employment,6500.0
2121,"Artistic Directors, Media Producers & Presenters",2011,Employment,10600.0
2122,"Authors, and Book and Script Editors",2011,Employment,2400.0
2123,"Film, Television, Radio and Stage Directors",2011,Employment,8800.0
2124,Journalists and Other Writers,2011,Employment,21800.0
2211,Accountants,2011,Employment,157500.0
2212,"Auditors, Company Secretaries and Corporate Treasurers",2011,Employment,14900.0
2221,Financial Brokers,2011,Employment,24100.0
2222,Financial Dealers,2011,Employment,17400.0
2223,Financial Investment Advisers and Managers,2011,Employment,45200.0
2231,Human Resource Professionals,2011,Employment,64600.0
2232,ICT Trainers,2011,Employment,6000.0
2233,Training and Development Professionals,2011,Employment,32900.0
2241,"Actuaries, Mathematicians and Statisticians",2011,Employment,6600.0
2242,"Archivists, Curators and Records Managers",2011,Employment,4100.0
2243,Economists,2011,Employment,4700.0
2244,Intelligence and Policy Analysts,2011,Employment,27300.0
2245,Land Economists and Valuers,2011,Employment,8800.0
2246,Librarians,2011,Employment,9800.0
2247,Management and Organisation Analysts,2011,Employment,36700.0
2249,Other Information and Organisation Professionals,2011,Employment,15600.0
2251,Advertising and Marketing Professionals,2011,Employment,44800.0
2252,ICT Sales Professionals,2011,Employment,14000.0
2253,Public Relations Professionals,2011,Employment,22000.0
2254,Technical Sales Representatives,2011,Employment,36200.0
2311,Air Transport Professionals,2011,Employment,13900.0
2312,Marine Transport Professionals,2011,Employment,10400.0
2321,Architects and Landscape Architects,2011,Employment,18200.0
2322,Surveyors and Spatial Scientists,2011,Employment,12500.0
2323,"Fashion, Industrial and Jewellery Designers",2011,Employment,11600.0
2324,"Graphic and Web Designers, and Illustrators",2011,Employment,49000.0
2325,Interior Designers,2011,Employment,13800.0
2326,Urban and Regional Planners,2011,Employment,10100.0
2331,Chemical and Materials Engineers,2011,Employment,7200.0
2332,Civil Engineering Professionals,2011,Employment,46100.0
2333,Electrical Engineers,2011,Employment,19300.0
2334,Electronics Engineers,2011,Employment,8000.0
2335,"Industrial, Mechanical and Production Engineers",2011,Employment,31000.0
2336,Mining Engineers,2011,Employment,7800.0
2339,Other Engineering Professionals,2011,Employment,6600.0
2341,Agricultural and Forestry Scientists,2011,Employment,9100.0
2342,"Chemists, and Food and Wine Scientists",2011,Employment,8000.0
2343,Environmental Scientists,2011,Employment,23700.0
2344,"Geologists, Geophysicists and Hydrogeologists",2011,Employment,11100.0
2345,Life Scientists,2011,Employment,6800.0
2346,Medical Laboratory Scientists,2011,Employment,19300.0
2347,Veterinarians,2011,Employment,7500.0
2349,Other Natural and Physical Science Professionals,2011,Employment,9300.0
2411,Early Childhood (Pre-primary School) Teachers,2011,Employment,20800.0
2412,Primary School Teachers,2011,Employment,138600.0
2413,Middle School Teachers,2011,Employment,900.0
2414,Secondary School Teachers,2011,Employment,120300.0
2415,Special Education Teachers,2011,Employment,22300.0
2421,University Lecturers and Tutors,2011,Employment,46900.0
2422,Vocational Education Teachers,2011,Employment,36300.0
2491,Education Advisers and Reviewers,2011,Employment,12100.0
2492,Private Tutors and Teachers,2011,Employment,29500.0
2493,Teachers of English to Speakers of Other Languages,2011,Employment,6000.0
2511,Nutrition Professionals,2011,Employment,4800.0
2512,Medical Imaging Professionals,2011,Employment,21100.0
2513,Occupational & Environmental Health Professionals,2011,Employment,25800.0
2514,Optometrists and Orthoptists,2011,Employment,4900.0
2515,Pharmacists,2011,Employment,21200.0
2519,Other Health Diagnostic & Promotion Professionals,2011,Employment,7200.0
2521,Chiropractors and Osteopaths,2011,Employment,4100.0
2522,Complementary Health Therapists,2011,Employment,7600.0
2523,Dental Practitioners,2011,Employment,15000.0
2524,Occupational Therapists,2011,Employment,11100.0
2525,Physiotherapists,2011,Employment,16800.0
2526,Podiatrists,2011,Employment,4500.0
2527,Audiologists and Speech Pathologists,2011,Employment,7300.0
2531,General Practitioners and Resident Medical Officers,2011,Employment,49500.0
2532,Anaesthetists,2011,Employment,3300.0
2533,Specialist Physicians,2011,Employment,6500.0
2534,Psychiatrists,2011,Employment,2600.0
2535,Surgeons,2011,Employment,6000.0
2539,Other Medical Practitioners,2011,Employment,12000.0
2541,Midwives,2011,Employment,15400.0
2542,Nurse Educators and Researchers,2011,Employment,6400.0
2543,Nurse Managers,2011,Employment,12200.0
2544,Registered Nurses,2011,Employment,221400.0
2611,ICT Business and Systems Analysts,2011,Employment,29200.0
2612,Multimedia Specialists and Web Developers,2011,Employment,7600.0
2613,Software and Applications Programmers,2011,Employment,89500.0
2621,Database & Systems Administrators & ICT Security,2011,Employment,37700.0
2631,Computer Network Professionals,2011,Employment,25700.0
2632,ICT Support and Test Engineers,2011,Employment,5900.0
2633,Telecommunications Engineering Professionals,2011,Employment,8300.0
2711,Barristers,2011,Employment,7900.0
2712,Judicial and Other Legal Professionals,2011,Employment,7400.0
2713,Solicitors,2011,Employment,53100.0
2721,Counsellors,2011,Employment,15100.0
2722,Ministers of Religion,2011,Employment,11600.0
2723,Psychologists and Psychotherapists,2011,Employment,21400.0
2724,Social Professionals,2011,Employment,8100.0
2725,Social Workers,2011,Employment,21900.0
2726,"Welfare, Recreation and Community Arts Workers",2011,Employment,27700.0
3111,Agricultural Technicians,2011,Employment,900.0
3112,Medical Technicians,2011,Employment,27400.0
3113,Primary Products Inspectors,2011,Employment,5300.0
3114,Science Technicians,2011,Employment,19200.0
3121,"Architectural, Building & Surveying Technicians",2011,Employment,53600.0
3122,Civil Engineering Draftspersons and Technicians,2011,Employment,9700.0
3123,"Electrical Engineering Draftspersons, Technicians",2011,Employment,8600.0
3124,"Electronic Engineering Draftspersons, Technicians",2011,Employment,5200.0
3125,"Mechanical Engineering Draftspersons, Technicians",2011,Employment,4200.0
3126,Safety Inspectors,2011,Employment,3600.0
3129,Other Building and Engineering Technicians,2011,Employment,22400.0
3131,ICT Support Technicians,2011,Employment,56800.0
3132,Telecommunications Technical Specialists,2011,Employment,6900.0
3211,Automotive Electricians,2011,Employment,9900.0
3212,Motor Mechanics,2011,Employment,93700.0
3221,"Metal Casting, Forging & Finishing Trades",2011,Employment,1300.0
3222,Sheetmetal Trades Workers,2011,Employment,9500.0
3223,Structural Steel and Welding Trades Workers,2011,Employment,76200.0
3231,Aircraft Maintenance Engineers,2011,Employment,12600.0
3232,Metal Fitters and Machinists,2011,Employment,113200.0
3233,Precision Metal Trades Workers,2011,Employment,6600.0
3234,Toolmakers and Engineering Patternmakers,2011,Employment,2000.0
3241,Panelbeaters,2011,Employment,13600.0
3242,Vehicle Body Builders and Trimmers,2011,Employment,4500.0
3243,Vehicle Painters,2011,Employment,7000.0
3311,Bricklayers and Stonemasons,2011,Employment,34300.0
3312,Carpenters and Joiners,2011,Employment,126100.0
3321,Floor Finishers,2011,Employment,10000.0
3322,Painting Trades Workers,2011,Employment,43400.0
3331,Glaziers,2011,Employment,11000.0
3332,Plasterers,2011,Employment,35600.0
3333,Roof Tilers,2011,Employment,11500.0
3334,Wall and Floor Tilers,2011,Employment,15900.0
3341,Plumbers,2011,Employment,81500.0
3411,Electricians,2011,Employment,137200.0
3421,Airconditioning and Refrigeration Mechanics,2011,Employment,19400.0
3422,Electrical Distribution Trades Workers,2011,Employment,8500.0
3423,Electronics Trades Workers,2011,Employment,36500.0
3424,Telecommunications Trades Workers,2011,Employment,17000.0
3511,Bakers and Pastrycooks,2011,Employment,30800.0
3512,Butchers and Smallgoods Makers,2011,Employment,23600.0
3513,Chefs,2011,Employment,74200.0
3514,Cooks,2011,Employment,37200.0
3611,Animal Attendants and Trainers,2011,Employment,15400.0
3612,Shearers,2011,Employment,3200.0
3613,Veterinary Nurses,2011,Employment,10000.0
3621,Florists,2011,Employment,7900.0
3622,Gardeners,2011,Employment,63500.0
3623,Greenkeepers,2011,Employment,17800.0
3624,Nurserypersons,2011,Employment,3700.0
3911,Hairdressers,2011,Employment,54700.0
3921,"Binders, Finishers and Screen Printers",2011,Employment,4100.0
3922,Graphic Pre-press Trades Workers,2011,Employment,3200.0
3923,Printers,2011,Employment,13000.0
3931,Canvas and Leather Goods Makers,2011,Employment,2300.0
3932,Clothing Trades Workers,2011,Employment,10300.0
3933,Upholsterers,2011,Employment,2200.0
3941,Cabinetmakers,2011,Employment,29600.0
3942,Wood Machinists and Other Wood Trades Workers,2011,Employment,4100.0
3991,Boat Builders and Shipwrights,2011,Employment,5200.0
3992,"Chemical, Gas, Petroleum & Power Plant Operators",2011,Employment,10100.0
3993,"Gallery, Library and Museum Technicians",2011,Employment,6000.0
3994,Jewellers,2011,Employment,5800.0
3995,Performing Arts Technicians,2011,Employment,11600.0
3996,Signwriters,2011,Employment,5700.0
3999,Other Technicians and Trades Workers,2011,Employment,15100.0
4111,Ambulance Officers and Paramedics,2011,Employment,15700.0
4112,"Dental Hygienists, Technicians and Therapists",2011,Employment,5800.0
4113,Diversional Therapists,2011,Employment,5800.0
4114,Enrolled and Mothercraft Nurses,2011,Employment,26000.0
4115,Indigenous Health Workers,2011,Employment,700.0
4116,Massage Therapists,2011,Employment,17100.0
4117,Welfare Support Workers,2011,Employment,51100.0
4211,Child Carers,2011,Employment,108800.0
4221,Education Aides,2011,Employment,76300.0
4231,Aged and Disabled Carers,2011,Employment,118100.0
4232,Dental Assistants,2011,Employment,21500.0
4233,Nursing Support and Personal Care Workers,2011,Employment,83900.0
4234,Special Care Workers,2011,Employment,1900.0
4311,Bar Attendants and Baristas,2011,Employment,86000.0
4312,Cafe Workers,2011,Employment,19100.0
4313,Gaming Workers,2011,Employment,3400.0
4314,Hotel Service Managers,2011,Employment,4700.0
4315,Waiters,2011,Employment,114300.0
4319,Other Hospitality Workers,2011,Employment,3000.0
4411,Defence Force Members - Other Ranks,2011,Employment,0
4412,Fire and Emergency Workers,2011,Employment,14000.0
4413,Police,2011,Employment,48400.0
4421,Prison Officers,2011,Employment,14900.0
4422,Security Officers and Guards,2011,Employment,54900.0
4511,Beauty Therapists,2011,Employment,23200.0
4512,Driving Instructors,2011,Employment,4300.0
4513,Funeral Workers,2011,Employment,3600.0
4514,"Gallery, Museum and Tour Guides",2011,Employment,6800.0
4515,Personal Care Consultants,2011,Employment,5300.0
4516,Tourism and Travel Advisers,2011,Employment,23900.0
4517,Travel Attendants,2011,Employment,10300.0
4518,Other Personal Service Workers,2011,Employment,17700.0
4521,Fitness Instructors,2011,Employment,23500.0
4522,Outdoor Adventure Guides,2011,Employment,2800.0
4523,"Sports Coaches, Instructors and Officials",2011,Employment,39700.0
4524,Sportspersons,2011,Employment,9300.0
5111,"Contract, Program and Project Administrators",2011,Employment,98100.0
5121,Office Managers,2011,Employment,149200.0
5122,Practice Managers,2011,Employment,18200.0
5211,Personal Assistants,2011,Employment,60800.0
5212,Secretaries,2011,Employment,75600.0
5311,General Clerks,2011,Employment,188400.0
5321,Keyboard Operators,2011,Employment,74000.0
5411,Call or Contact Centre Workers,2011,Employment,35700.0
5412,Information Officers,2011,Employment,67900.0
5421,Receptionists,2011,Employment,180300.0
5511,Accounting Clerks,2011,Employment,144200.0
5512,Bookkeepers,2011,Employment,117900.0
5513,Payroll Clerks,2011,Employment,38600.0
5521,Bank Workers,2011,Employment,53600.0
5522,Credit and Loans Officers,2011,Employment,26300.0
5523,"Insurance, Money Market and Statistical Clerks",2011,Employment,35500.0
5611,Betting Clerks,2011,Employment,3200.0
5612,Couriers and Postal Deliverers,2011,Employment,46400.0
5613,Filing and Registry Clerks,2011,Employment,20600.0
5614,Mail Sorters,2011,Employment,12900.0
5615,Survey Interviewers,2011,Employment,5600.0
5616,Switchboard Operators,2011,Employment,7400.0
5619,Other Clerical and Office Support Workers,2011,Employment,7000.0
5911,Purchasing and Supply Logistics Clerks,2011,Employment,89000.0
5912,Transport and Despatch Clerks,2011,Employment,35200.0
5991,Conveyancers and Legal Executives,2011,Employment,9200.0
5992,Court and Legal Clerks,2011,Employment,15000.0
5993,Debt Collectors,2011,Employment,10200.0
5994,Human Resource Clerks,2011,Employment,10900.0
5995,Inspectors and Regulatory Officers,2011,Employment,36700.0
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",2011,Employment,3600.0
5997,Library Assistants,2011,Employment,7000.0
5999,Other Clerical & Administrative Workers,2011,Employment,17600.0
6111,"Auctioneers, and Stock and Station Agents",2011,Employment,3000.0
6112,Insurance Agents,2011,Employment,9600.0
6113,Sales Representatives,2011,Employment,101000.0
6121,Real Estate Sales Agents,2011,Employment,77200.0
6211,Sales Assistants (General),2011,Employment,482000.0
6212,ICT Sales Assistants,2011,Employment,19600.0
6213,Motor Vehicle and Vehicle Parts Salespersons,2011,Employment,32200.0
6214,Pharmacy Sales Assistants,2011,Employment,32900.0
6215,Retail Supervisors,2011,Employment,31800.0
6216,Service Station Attendants,2011,Employment,9300.0
6217,Street Vendors and Related Salespersons,2011,Employment,10700.0
6219,Other Sales Assistants and Salespersons,2011,Employment,12200.0
6311,Checkout Operators and Office Cashiers,2011,Employment,134700.0
6391,Models and Sales Demonstrators,2011,Employment,8600.0
6392,Retail and Wool Buyers,2011,Employment,5000.0
6393,Telemarketers,2011,Employment,12700.0
6394,Ticket Salespersons,2011,Employment,18900.0
6395,Visual Merchandisers,2011,Employment,5000.0
6399,Other Sales Support Workers,2011,Employment,2200.0
7111,"Clay, Concrete, Glass & Stone Machine Operators",2011,Employment,3300.0
7112,Industrial Spraypainters,2011,Employment,8700.0
7113,Paper and Wood Processing Machine Operators,2011,Employment,5500.0
7114,Photographic Developers and Printers,2011,Employment,2200.0
7115,Plastics and Rubber Production Machine Operators,2011,Employment,13800.0
7116,Sewing Machinists,2011,Employment,11300.0
7117,Textile & Footwear Production Machine Operators,2011,Employment,1900.0
7119,Other Machine Operators,2011,Employment,12200.0
7121,"Crane, Hoist and Lift Operators",2011,Employment,13400.0
7122,"Drillers, Miners and Shot Firers",2011,Employment,59600.0
7123,Engineering Production Workers,2011,Employment,25400.0
7129,Other Stationary Plant Operators,2011,Employment,14400.0
7211,"Agricultural, Forestry & Horticultural Operators",2011,Employment,16000.0
7212,Earthmoving Plant Operators,2011,Employment,50300.0
7213,Forklift Drivers,2011,Employment,59500.0
7219,Other Mobile Plant Operators,2011,Employment,8900.0
7311,Automobile Drivers,2011,Employment,44300.0
7312,Bus and Coach Drivers,2011,Employment,37700.0
7313,Train and Tram Drivers,2011,Employment,11500.0
7321,Delivery Drivers,2011,Employment,47300.0
7331,Truck Drivers,2011,Employment,174000.0
7411,Storepersons,2011,Employment,122400.0
8111,Car Detailers,2011,Employment,18000.0
8112,Commercial Cleaners,2011,Employment,155600.0
8113,Domestic Cleaners,2011,Employment,30500.0
8114,Housekeepers,2011,Employment,27300.0
8115,Laundry Workers,2011,Employment,15200.0
8116,Other Cleaners,2011,Employment,10000.0
8211,Building and Plumbing Labourers,2011,Employment,50000.0
8212,Concreters,2011,Employment,40700.0
8213,Fencers,2011,Employment,15200.0
8214,Insulation and Home Improvement Installers,2011,Employment,16500.0
8215,Paving and Surfacing Labourers,2011,Employment,9600.0
8216,Railway Track Workers,2011,Employment,5800.0
8217,Structural Steel Construction Workers,2011,Employment,23800.0
8219,Other Construction and Mining Labourers,2011,Employment,8500.0
8311,Food and Drink Factory Workers,2011,Employment,26200.0
8312,"Meat Boners and Slicers, and Slaughterers",2011,Employment,9200.0
8313,"Meat, Poultry and Seafood Process Workers",2011,Employment,14000.0
8321,Packers,2011,Employment,60700.0
8322,Product Assemblers,2011,Employment,30100.0
8391,Metal Engineering Process Workers,2011,Employment,16700.0
8392,Plastics and Rubber Factory Workers,2011,Employment,2800.0
8393,Product Quality Controllers,2011,Employment,11700.0
8394,Timber and Wood Process Workers,2011,Employment,8500.0
8399,Other Factory Process Workers,2011,Employment,10400.0
8411,Aquaculture Workers,2011,Employment,1500.0
8412,Crop Farm Workers,2011,Employment,21600.0
8413,Forestry and Logging Workers,2011,Employment,2300.0
8414,Garden and Nursery Labourers,2011,Employment,35600.0
8415,Livestock Farm Workers,2011,Employment,33700.0
8416,Mixed Crop and Livestock Farm Workers,2011,Employment,2900.0
8419,"Other Farm, Forestry and Garden Workers",2011,Employment,13400.0
8511,Fast Food Cooks,2011,Employment,31900.0
8512,Food Trades Assistants,2011,Employment,4000.0
8513,Kitchenhands,2011,Employment,119500.0
8911,Freight and Furniture Handlers,2011,Employment,13100.0
8912,Shelf Fillers,2011,Employment,54700.0
8991,Caretakers,2011,Employment,4800.0
8992,Deck and Fishing Hands,2011,Employment,8000.0
8993,Handypersons,2011,Employment,41700.0
8994,Motor Vehicle Parts and Accessories Fitters,2011,Employment,16700.0
8995,Printing Assistants and Table Workers,2011,Employment,4500.0
8996,Recycling and Rubbish Collectors,2011,Employment,3400.0
8997,Vending Machine Attendants,2011,Employment,6100.0
8999,Other Miscellaneous Labourers,2011,Employment,68100.0
1111,Chief Executives and Managing Directors,2012,Employment,69100.0
1112,General Managers,2012,Employment,49800.0
1113,Legislators,2012,Employment,1500.0
1211,Aquaculture Farmers,2012,Employment,1700.0
1212,Crop Farmers,2012,Employment,37200.0
1213,Livestock Farmers,2012,Employment,71700.0
1214,Mixed Crop and Livestock Farmers,2012,Employment,27800.0
1311,"Advertising, Public Relations and Sales Manager",2012,Employment,125500.0
1321,Corporate Services Managers,2012,Employment,4100.0
1322,Finance Managers,2012,Employment,44400.0
1323,Human Resource Managers,2012,Employment,51800.0
1324,Policy and Planning Managers,2012,Employment,20500.0
1332,Engineering Managers,2012,Employment,20900.0
1333,"Importers, Exporters and Wholesalers",2012,Employment,20000.0
1336,"Supply, Distribution and Procurement Managers",2012,Employment,39500.0
1341,Child Care Centre Managers,2012,Employment,11600.0
1342,Health and Welfare Services Managers,2012,Employment,19100.0
1343,School Principals,2012,Employment,20100.0
1344,Other Education Managers,2012,Employment,8700.0
1351,ICT Managers,2012,Employment,50400.0
1391,Commissioned Officers (Management),2012,Employment,3500.0
1392,Senior Non-Commissioned Defence Force Officers,2012,Employment,0
1399,Other Specialist Managers,2012,Employment,51900.0
1411,Cafe and Restaurant Managers,2012,Employment,54000.0
1412,Caravan Park and Camping Ground Managers,2012,Employment,7000.0
1413,Hotel and Motel Managers,2012,Employment,20300.0
1414,Licensed Club Managers,2012,Employment,9400.0
1419,Other Accommodation and Hospitality Managers,2012,Employment,11200.0
1421,Retail Managers,2012,Employment,221500.0
1491,"Amusement, Fitness and Sports Centre Managers",2012,Employment,9000.0
1492,"Call, Contact Centre & Customer Service Managers",2012,Employment,28500.0
1493,Conference and Event Organisers,2012,Employment,26100.0
1494,Transport Services Managers,2012,Employment,14900.0
1499,"Other Hospitality, Retail and Service Managers",2012,Employment,68300.0
2111,"Actors, Dancers and Other Entertainers",2012,Employment,4700.0
2112,Music Professionals,2012,Employment,8500.0
2113,Photographers,2012,Employment,11300.0
2114,Visual Arts and Crafts Professionals,2012,Employment,8100.0
2121,"Artistic Directors, Media Producers & Presenters",2012,Employment,14300.0
2122,"Authors, and Book and Script Editors",2012,Employment,7700.0
2123,"Film, Television, Radio and Stage Directors",2012,Employment,7900.0
2124,Journalists and Other Writers,2012,Employment,27900.0
2211,Accountants,2012,Employment,166700.0
2212,"Auditors, Company Secretaries and Corporate Treasurers",2012,Employment,16800.0
2221,Financial Brokers,2012,Employment,25700.0
2222,Financial Dealers,2012,Employment,18100.0
2223,Financial Investment Advisers and Managers,2012,Employment,44100.0
2231,Human Resource Professionals,2012,Employment,49300.0
2232,ICT Trainers,2012,Employment,4100.0
2233,Training and Development Professionals,2012,Employment,27600.0
2241,"Actuaries, Mathematicians and Statisticians",2012,Employment,7100.0
2242,"Archivists, Curators and Records Managers",2012,Employment,6600.0
2243,Economists,2012,Employment,1400.0
2244,Intelligence and Policy Analysts,2012,Employment,24800.0
2245,Land Economists and Valuers,2012,Employment,12500.0
2246,Librarians,2012,Employment,14500.0
2247,Management and Organisation Analysts,2012,Employment,58400.0
2249,Other Information and Organisation Professionals,2012,Employment,23400.0
2251,Advertising and Marketing Professionals,2012,Employment,54500.0
2252,ICT Sales Professionals,2012,Employment,14700.0
2253,Public Relations Professionals,2012,Employment,19800.0
2254,Technical Sales Representatives,2012,Employment,36300.0
2311,Air Transport Professionals,2012,Employment,13900.0
2312,Marine Transport Professionals,2012,Employment,8000.0
2321,Architects and Landscape Architects,2012,Employment,22800.0
2322,Surveyors and Spatial Scientists,2012,Employment,14200.0
2323,"Fashion, Industrial and Jewellery Designers",2012,Employment,10900.0
2324,"Graphic and Web Designers, and Illustrators",2012,Employment,53800.0
2325,Interior Designers,2012,Employment,11100.0
2326,Urban and Regional Planners,2012,Employment,13600.0
2331,Chemical and Materials Engineers,2012,Employment,5600.0
2332,Civil Engineering Professionals,2012,Employment,39200.0
2333,Electrical Engineers,2012,Employment,25000.0
2334,Electronics Engineers,2012,Employment,6900.0
2335,"Industrial, Mechanical and Production Engineers",2012,Employment,30000.0
2336,Mining Engineers,2012,Employment,13300.0
2339,Other Engineering Professionals,2012,Employment,10400.0
2341,Agricultural and Forestry Scientists,2012,Employment,6300.0
2342,"Chemists, and Food and Wine Scientists",2012,Employment,13300.0
2343,Environmental Scientists,2012,Employment,18300.0
2344,"Geologists, Geophysicists and Hydrogeologists",2012,Employment,10200.0
2345,Life Scientists,2012,Employment,4600.0
2346,Medical Laboratory Scientists,2012,Employment,22900.0
2347,Veterinarians,2012,Employment,11700.0
2349,Other Natural and Physical Science Professionals,2012,Employment,8400.0
2411,Early Childhood (Pre-primary School) Teachers,2012,Employment,23100.0
2412,Primary School Teachers,2012,Employment,152000.0
2413,Middle School Teachers,2012,Employment,1400.0
2414,Secondary School Teachers,2012,Employment,147100.0
2415,Special Education Teachers,2012,Employment,18400.0
2421,University Lecturers and Tutors,2012,Employment,46800.0
2422,Vocational Education Teachers,2012,Employment,35200.0
2491,Education Advisers and Reviewers,2012,Employment,11700.0
2492,Private Tutors and Teachers,2012,Employment,25800.0
2493,Teachers of English to Speakers of Other Languages,2012,Employment,7300.0
2511,Nutrition Professionals,2012,Employment,5500.0
2512,Medical Imaging Professionals,2012,Employment,13300.0
2513,Occupational & Environmental Health Professionals,2012,Employment,27300.0
2514,Optometrists and Orthoptists,2012,Employment,4300.0
2515,Pharmacists,2012,Employment,22500.0
2519,Other Health Diagnostic & Promotion Professionals,2012,Employment,6400.0
2521,Chiropractors and Osteopaths,2012,Employment,4200.0
2522,Complementary Health Therapists,2012,Employment,7400.0
2523,Dental Practitioners,2012,Employment,11700.0
2524,Occupational Therapists,2012,Employment,12800.0
2525,Physiotherapists,2012,Employment,14900.0
2526,Podiatrists,2012,Employment,3200.0
2527,Audiologists and Speech Pathologists,2012,Employment,8500.0
2531,General Practitioners and Resident Medical Officers,2012,Employment,54400.0
2532,Anaesthetists,2012,Employment,3700.0
2533,Specialist Physicians,2012,Employment,8000.0
2534,Psychiatrists,2012,Employment,2200.0
2535,Surgeons,2012,Employment,6100.0
2539,Other Medical Practitioners,2012,Employment,12600.0
2541,Midwives,2012,Employment,16300.0
2542,Nurse Educators and Researchers,2012,Employment,4500.0
2543,Nurse Managers,2012,Employment,14100.0
2544,Registered Nurses,2012,Employment,234000.0
2611,ICT Business and Systems Analysts,2012,Employment,31900.0
2612,Multimedia Specialists and Web Developers,2012,Employment,11500.0
2613,Software and Applications Programmers,2012,Employment,82500.0
2621,Database & Systems Administrators & ICT Security,2012,Employment,33200.0
2631,Computer Network Professionals,2012,Employment,30700.0
2632,ICT Support and Test Engineers,2012,Employment,5000.0
2633,Telecommunications Engineering Professionals,2012,Employment,10800.0
2711,Barristers,2012,Employment,6400.0
2712,Judicial and Other Legal Professionals,2012,Employment,8800.0
2713,Solicitors,2012,Employment,67200.0
2721,Counsellors,2012,Employment,17800.0
2722,Ministers of Religion,2012,Employment,16000.0
2723,Psychologists and Psychotherapists,2012,Employment,18500.0
2724,Social Professionals,2012,Employment,9700.0
2725,Social Workers,2012,Employment,23300.0
2726,"Welfare, Recreation and Community Arts Workers",2012,Employment,23000.0
3111,Agricultural Technicians,2012,Employment,3100.0
3112,Medical Technicians,2012,Employment,25000.0
3113,Primary Products Inspectors,2012,Employment,4900.0
3114,Science Technicians,2012,Employment,16100.0
3121,"Architectural, Building & Surveying Technicians",2012,Employment,55800.0
3122,Civil Engineering Draftspersons and Technicians,2012,Employment,12900.0
3123,"Electrical Engineering Draftspersons, Technicians",2012,Employment,5400.0
3124,"Electronic Engineering Draftspersons, Technicians",2012,Employment,6000.0
3125,"Mechanical Engineering Draftspersons, Technicians",2012,Employment,8100.0
3126,Safety Inspectors,2012,Employment,4400.0
3129,Other Building and Engineering Technicians,2012,Employment,25100.0
3131,ICT Support Technicians,2012,Employment,53700.0
3132,Telecommunications Technical Specialists,2012,Employment,6100.0
3211,Automotive Electricians,2012,Employment,9200.0
3212,Motor Mechanics,2012,Employment,84500.0
3221,"Metal Casting, Forging & Finishing Trades",2012,Employment,2400.0
3222,Sheetmetal Trades Workers,2012,Employment,8300.0
3223,Structural Steel and Welding Trades Workers,2012,Employment,79800.0
3231,Aircraft Maintenance Engineers,2012,Employment,11700.0
3232,Metal Fitters and Machinists,2012,Employment,117400.0
3233,Precision Metal Trades Workers,2012,Employment,5800.0
3234,Toolmakers and Engineering Patternmakers,2012,Employment,7100.0
3241,Panelbeaters,2012,Employment,13400.0
3242,Vehicle Body Builders and Trimmers,2012,Employment,5900.0
3243,Vehicle Painters,2012,Employment,9100.0
3311,Bricklayers and Stonemasons,2012,Employment,24700.0
3312,Carpenters and Joiners,2012,Employment,120100.0
3321,Floor Finishers,2012,Employment,11900.0
3322,Painting Trades Workers,2012,Employment,49100.0
3331,Glaziers,2012,Employment,6600.0
3332,Plasterers,2012,Employment,25700.0
3333,Roof Tilers,2012,Employment,8700.0
3334,Wall and Floor Tilers,2012,Employment,17000.0
